Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general 
SANTA FE,Caseros,Arequito,82014010, 39 , 2.241 , -   , -   , -   , -   , -   , 8 , 2.288 
SANTA FE,Caseros,Arteaga,82014020, 44 , 868 , -   , -   , -   , -   , -   , 83 , 995 
SANTA FE,Caseros,Beravebú,82014030, -   , -   , -   , -   , -   , -   , -   , 360 , 360 
SANTA FE,Caseros,Bigand,82014040, 408 , 1.255 , -   , -   , -   , -   , -   , 19 , 1.682 
SANTA FE,Caseros,Casilda,82014050, 2.232 , 2.154 , -   , 4.807 , -   , -   , -   , 1.915 , 11.108 
SANTA FE,Caseros,Chabás,82014060, 1.045 , -   , -   , 620 , -   , -   , -   , 32 , 1.697 
SANTA FE,Caseros,Chañar Ladeado,82014070, 37 , 522 , -   , 862 , -   , -   , -   , -   , 1.421 
SANTA FE,Caseros,Gödeken,82014080, -   , 531 , -   , 1 , -   , -   , -   , -   , 532 
SANTA FE,Caseros,Los Molinos,82014090, 18 , 507 , -   , -   , -   , -   , -   , 8 , 533 
SANTA FE,Caseros,Los Nogales,82014100, -   , 44 , -   , -   , -   , -   , -   , -   , 44 
SANTA FE,Caseros,Los Quirquinchos,82014110, -   , -   , -   , -   , 3 , -   , -   , 828 , 831 
SANTA FE,Caseros,San José de la Esquina,82014120, 68 , 1.976 , -   , -   , -   , -   , -   , 2 , 2.046 
SANTA FE,Caseros,Sanford,82014130, 12 , -   , -   , 499 , -   , -   , -   , -   , 511 
SANTA FE,Caseros,Villada,82014140, 69 , 1 , -   , -   , -   , -   , -   , 4 , 74 
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010, 21 , -   , -   , 620 , -   , -   , -   , 53 , 694 
SANTA FE,Castellanos,Angélica,82021020, 251 , -   , -   , 356 , -   , -   , -   , 6 , 613 
SANTA FE,Castellanos,Ataliva,82021030, 9 , 10 , -   , 413 , -   , -   , -   , 202 , 634 
SANTA FE,Castellanos,Aurelia,82021040, -   , -   , -   , -   , -   , -   , -   , 4 , 4 
SANTA FE,Castellanos,Bauer y Sigel,82021060, -   , -   , -   , -   , -   , -   , -   , -   , -   
SANTA FE,Castellanos,Bella Italia,82021070, 21 , 316 , -   , 2 , -   , -   , -   , 4 , 343 
SANTA FE,Castellanos,Castellanos,82021080, -   , 1 , -   , -   , -   , -   , -   , 5 , 6 
SANTA FE,Castellanos,Colonia Bicha,82021090, 72 , -   , -   , 72 , -   , -   , -   , 47 , 191 
SANTA FE,Castellanos,Colonia Cello,82021100, -   , -   , -   , -   , -   , -   , -   , 29 , 29 
SANTA FE,Castellanos,Colonia Margarita,82021110, -   , 13 , -   , -   , -   , -   , -   , 2 , 15 
SANTA FE,Castellanos,Colonia Raquel,82021120, 31 , -   , -   , 31 , -   , -   , -   , 60 , 122 
SANTA FE,Castellanos,Coronel Fraga,82021130, -   , -   , -   , -   , -   , -   , -   , 49 , 49 
SANTA FE,Castellanos,Esmeralda,82021150, -   , 82 , -   , -   , -   , -   , -   , -   , 82 
SANTA FE,Castellanos,Estación Clucellas,82021160, -   , 179 , -   , -   , -   , -   , -   , 4 , 183 
SANTA FE,Castellanos,Estación Saguier,82021170, -   , 11 , -   , -   , -   , -   , -   , 3 , 14 
SANTA FE,Castellanos,Eusebia y Carolina,82021180, 27 , -   , -   , 190 , -   , -   , -   , 41 , 258 
SANTA FE,Castellanos,Eustolia,82021190, -   , -   , -   , -   , -   , -   , -   , 4 , 4 
SANTA FE,Castellanos,Humberto Primo,82021220, 174 , 50 , -   , 49 , -   , -   , -   , 268 , 541 
SANTA FE,Castellanos,Josefina,82021230, 16 , 77 , -   , -   , -   , -   , -   , 1 , 94 
SANTA FE,Castellanos,Lehmann,82021240, 163 , 342 , -   , 152 , -   , -   , -   , -   , 657 
SANTA FE,Castellanos,María Juana,82021250, 561 , -   , -   , 987 , -   , -   , -   , 145 , 1.693 
SANTA FE,Castellanos,Plaza Clucellas,82021270, 35 , 283 , -   , -   , -   , -   , -   , -   , 318 
SANTA FE,Castellanos,Plaza Saguier,82021280, -   , 51 , -   , -   , -   , -   , -   , -   , 51 
SANTA FE,Castellanos,Presidente Roca,82021290, -   , 137 , -   , 1 , -   , -   , -   , 5 , 143 
SANTA FE,Castellanos,Pueblo Marini,82021300, -   , -   , -   , -   , -   , -   , -   , 11 , 11 
SANTA FE,Castellanos,Rafaela,82021310, 2.032 , 23.017 , -   , 4.241 , 6 , 2 , -   , 1.497 , 30.795 
SANTA FE,Castellanos,Ramona,82021320, 1 , -   , -   , -   , -   , -   , -   , 327 , 328 
SANTA FE,Castellanos,San Antonio,82021330, -   , 10 , -   , -   , -   , -   , -   , 59 , 69 
SANTA FE,Castellanos,San Vicente,82021340, 770 , 1.431 , -   , -   , -   , -   , -   , 42 , 2.243 
SANTA FE,Castellanos,Santa Clara de Saguier,82021350, 12 , 107 , -   , -   , -   , -   , -   , 218 , 337 
SANTA FE,Castellanos,Sunchales,82021360, 739 , 21 , 1 , 6.676 , -   , -   , -   , 102 , 7.539 
SANTA FE,Castellanos,Susana,82021370, -   , -   , -   , 374 , -   , -   , -   , 78 , 452 
SANTA FE,Castellanos,Tacural,82021380, 437 , -   , -   , 494 , -   , -   , -   , 124 , 1.055 
SANTA FE,Castellanos,Vila,82021390, 419 , -   , -   , -   , -   , -   , -   , -   , 419 
SANTA FE,Castellanos,Villa San José,82021410, -   , 53 , -   , -   , -   , -   , -   , 31 , 84 
SANTA FE,Castellanos,Virginia,82021420, -   , -   , -   , -   , -   , -   , -   , 7 , 7 
SANTA FE,Castellanos,Zenón Pereyra,82021430, -   , 53 , -   , -   , -   , -   , -   , -   , 53 
SANTA FE,Castellanos,Frontera,82021200, -   , -   , -   , 62 , -   , -   , -   , -   , 62 
SANTA FE,Constitución,Alcorta,82028010, 191 , 1.338 , -   , 477 , -   , -   , -   , 530 , 2.536 
SANTA FE,Constitución,Bombal,82028040, 245 , 132 , -   , 626 , -   , -   , -   , 8 , 1.011 
SANTA FE,Constitución,Empalme Villa Constitución,82028070, 304 , -   , -   , -   , -   , -   , -   , -   , 304 
SANTA FE,Constitución,Godoy,82028100, -   , -   , -   , -   , -   , -   , -   , 152 , 152 
SANTA FE,Constitución,Juan B. Molina,82028110, 350 , -   , -   , 243 , 4 , -   , -   , 1 , 598 
SANTA FE,Constitución,Juncal,82028120, 256 , -   , -   , 1 , -   , -   , -   , 37 , 294 
SANTA FE,Constitución,La Vanguardia,82028130, -   , -   , -   , 114 , -   , -   , -   , -   , 114 
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140, 109 , 52 , -   , 1 , -   , -   , -   , 137 , 299 
SANTA FE,Constitución,Pavón,82028150, 59 , -   , -   , -   , -   , -   , -   , -   , 59 
SANTA FE,Constitución,Pavón Arriba,82028160, -   , 75 , -   , 471 , -   , -   , -   , 29 , 575 
SANTA FE,Constitución,Rueda,82028180, -   , -   , -   , -   , -   , -   , -   , 72 , 72 
SANTA FE,Constitución,Santa Teresa,82028190, 10 , 56 , -   , 575 , -   , -   , -   , 90 , 731 
SANTA FE,Constitución,Sargento Cabral,82028200, -   , -   , -   , 363 , -   , -   , -   , 102 , 465 
SANTA FE,Constitución,Villa Constitución,82028230, 1.285 , 2.185 , -   , 4.859 , -   , -   , -   , 444 , 8.773 
SANTA FE,Constitución,Peyrano,82028170, -   , 793 , -   , -   , -   , -   , -   , -   , 793 
SANTA FE,Constitución,Cepeda,82028060, -   , -   , -   , -   , -   , -   , -   , 4 , 4 
SANTA FE,Constitución,General Gelly,82028090, 189 , -   , -   , -   , -   , -   , -   , 4 , 193 
SANTA FE,Constitución,Stephenson,82028210, -   , -   , -   , 8 , -   , -   , -   , -   , 8 
SANTA FE,Garay,Cayastá,82035010, -   , -   , -   , -   , -   , -   , -   , 449 , 449 
SANTA FE,Garay,Helvecia,82035020, -   , 440 , -   , -   , -   , -   , -   , 230 , 670 
SANTA FE,Garay,Saladero Mariano Cabal,82035040, -   , -   , -   , -   , -   , -   , -   , 64 , 64 
SANTA FE,Garay,Santa Rosa de Calchines,82035050, 62 , 941 , -   , -   , -   , -   , -   , -   , 1.003 
SANTA FE,Garay,Los Zapallos,82035030, -   , 67 , -   , -   , 67 , -   , -   , -   , 134 
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010, -   , -   , -   , -   , -   , -   , -   , 36 , 36 
SANTA FE,General López,Amenábar,82042020, 127 , -   , -   , -   , -   , -   , -   , 101 , 228 
SANTA FE,General López,Cafferata,82042030, 246 , -   , -   , 1 , -   , -   , -   , -   , 247 
SANTA FE,General López,Cañada del Ucle,82042040, 214 , -   , -   , 53 , -   , -   , -   , -   , 267 
SANTA FE,General López,Carmen,82042050, -   , -   , -   , -   , 40 , -   , -   , 101 , 141 
SANTA FE,General López,Carreras,82042060, -   , 1 , -   , -   , -   , -   , -   , 279 , 280 
SANTA FE,General López,Chapuy,82042070, -   , 1 , -   , -   , -   , -   , -   , -   , 1 
SANTA FE,General López,Chovet,82042080, -   , 1 , -   , -   , -   , 1 , -   , -   , 2 
SANTA FE,General López,Christophersen,82042090, -   , -   , -   , 15 , -   , -   , -   , 78 , 93 
SANTA FE,General López,Diego de Alvear,82042100, 206 , -   , -   , 64 , -   , -   , -   , 108 , 378 
SANTA FE,General López,Elortondo,82042110, 442 , 1.290 , -   , -   , -   , -   , -   , 91 , 1.823 
SANTA FE,General López,Firmat,82042120, 67 , 1.327 , -   , 3.780 , -   , -   , -   , 2 , 5.176 
SANTA FE,General López,Hughes,82042130, -   , -   , -   , 1.423 , -   , -   , -   , 6 , 1.429 
SANTA FE,General López,La Chispa,82042140, -   , -   , -   , -   , -   , -   , -   , 71 , 71 
SANTA FE,General López,Maggiolo,82042170, 78 , -   , -   , -   , 1 , -   , -   , 50 , 129 
SANTA FE,General López,María Teresa,82042180, 11 , 1.042 , -   , 50 , 1 , -   , -   , 30 , 1.134 
SANTA FE,General López,Melincué (Est. San Urbano),82042190, -   , -   , -   , -   , -   , -   , -   , 203 , 203 
SANTA FE,General López,Miguel Torres,82042200, -   , 1 , -   , -   , -   , -   , -   , -   , 1 
SANTA FE,General López,Murphy,82042210, -   , -   , -   , 717 , -   , -   , -   , -   , 717 
SANTA FE,General López,Rufino,82042220, 353 , 6 , -   , 7.260 , -   , -   , -   , -   , 7.619 
SANTA FE,General López,San Eduardo,82042230, 134 , -   , -   , 196 , -   , -   , -   , -   , 330 
SANTA FE,General López,San Francisco de Santa Fe,82042240, -   , -   , -   , 45 , -   , 1 , -   , -   , 46 
SANTA FE,General López,San Gregorio,82042250, 43 , -   , -   , 1.013 , -   , -   , -   , 118 , 1.174 
SANTA FE,General López,Sancti Spiritu,82042260, 185 , -   , -   , 382 , -   , 1 , -   , 564 , 1.132 
SANTA FE,General López,Santa Isabel,82042270, 106 , -   , -   , 1.336 , -   , 1 , -   , -   , 1.443 
SANTA FE,General López,Teodelina,82042280, -   , 935 , -   , -   , -   , -   , -   , 167 , 1.102 
SANTA FE,General López,Venado Tuerto,82042290, 989 , 23.121 , -   , 1.772 , 380 , -   , -   , 5 , 26.267 
SANTA FE,General López,Villa Cañás,82042300, 379 , 1.195 , -   , 1.365 , 4 , -   , -   , 124 , 3.067 
SANTA FE,General López,Wheelwright,82042310, -   , 1.433 , -   , 1 , -   , 1 , -   , 11 , 1.446 
SANTA FE,General López,Labordeboy,82042150, 217 , -   , -   , -   , -   , -   , -   , -   , 217 
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020, 2 , -   , -   , 3.953 , 750 , -   , -   , 1.141 , 5.846 
SANTA FE,General Obligado,Berna,82049030, -   , -   , -   , -   , 10 , -   , -   , 48 , 58 
SANTA FE,General Obligado,El Araza,82049040, -   , -   , -   , -   , -   , -   , -   , 126 , 126 
SANTA FE,General Obligado,El Rabón,82049050, -   , 65 , -   , -   , -   , 1 , -   , 116 , 182 
SANTA FE,General Obligado,Florencia,82049060, 236 , 136 , -   , -   , -   , 1 , -   , 184 , 557 
SANTA FE,General Obligado,Guadalupe Norte,82049070, 73 , -   , -   , -   , -   , -   , -   , -   , 73 
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080, -   , -   , -   , -   , -   , 1 , -   , 85 , 86 
SANTA FE,General Obligado,La Isleta,82049090, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTA FE,General Obligado,La Sarita,82049100, -   , -   , -   , -   , -   , -   , -   , 85 , 85 
SANTA FE,General Obligado,Las Garzas,82049120, 76 , -   , -   , -   , -   , -   , -   , -   , 76 
SANTA FE,General Obligado,Las Toscas,82049130, 455 , 1.045 , -   , 255 , -   , 1 , -   , 521 , 2.277 
SANTA FE,General Obligado,Los Laureles,82049140, -   , -   , -   , -   , 20 , -   , -   , -   , 20 
SANTA FE,General Obligado,Malabrigo,82049150, 608 , 924 , -   , -   , 160 , -   , -   , 91 , 1.783 
SANTA FE,General Obligado,Paraje San Manuel,82049160, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTA FE,General Obligado,Reconquista,82049180, 465 , 14.072 , 1 , 8.366 , 800 , 2 , -   , 2.839 , 26.545 
SANTA FE,General Obligado,San Antonio de Obligado,82049190, 122 , 132 , -   , -   , -   , 6 , -   , 5 , 265 
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200, 92 , 115 , -   , -   , -   , -   , -   , 3 , 210 
SANTA FE,General Obligado,Villa Ana,82049210, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTA FE,General Obligado,Villa Guillermina,82049220, 163 , 173 , -   , -   , -   , 1 , -   , 123 , 460 
SANTA FE,General Obligado,Villa Ocampo,82049230, 2.009 , 1.807 , -   , -   , -   , 1 , -   , -   , 3.817 
SANTA FE,General Obligado,Lanteri,82049110, -   , -   , -   , -   , -   , -   , -   , 300 , 300 
SANTA FE,General Obligado,Arroyo Ceibal,82049010, -   , -   , -   , -   , -   , -   , -   , 108 , 108 
SANTA FE,Iriondo,Barrio Cicarelli,82056010, -   , -   , -   , -   , -   , -   , -   , 9 , 9 
SANTA FE,Iriondo,Bustinza,82056020, 287 , -   , -   , 6 , -   , -   , -   , 90 , 383 
SANTA FE,Iriondo,Cañada de Gómez,82056030, 1.211 , 7.780 , -   , 342 , -   , -   , -   , 411 , 9.744 
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040, 274 , 17 , -   , 1 , -   , -   , -   , -   , 292 
SANTA FE,Iriondo,Classon,82056050, -   , -   , -   , 147 , -   , -   , -   , 21 , 168 
SANTA FE,Iriondo,Colonia Médici,82056060, -   , -   , -   , -   , -   , -   , -   , 12 , 12 
SANTA FE,Iriondo,Correa,82056070, 80 , 991 , -   , 722 , -   , -   , -   , 35 , 1.828 
SANTA FE,Iriondo,Larguía,82056080, -   , -   , -   , -   , -   , -   , -   , 7 , 7 
SANTA FE,Iriondo,Lucio V. López,82056090, -   , 5 , -   , -   , -   , -   , -   , 31 , 36 
SANTA FE,Iriondo,Oliveros,82056100, 2.000 , -   , -   , 1.360 , -   , -   , -   , -   , 3.360 
SANTA FE,Iriondo,Pueblo Andino,82056110, -   , 853 , -   , -   , -   , -   , -   , 414 , 1.267 
SANTA FE,Iriondo,Salto Grande,82056120, 493 , -   , -   , -   , -   , -   , -   , 89 , 582 
SANTA FE,Iriondo,Serodino,82056130, 182 , -   , -   , 12 , -   , -   , -   , 112 , 306 
SANTA FE,Iriondo,Totoras,82056140, 293 , -   , -   , 920 , -   , 1 , -   , 131 , 1.345 
SANTA FE,Iriondo,Villa Eloísa,82056150, 563 , -   , -   , 457 , 8 , -   , -   , 81 , 1.109 
SANTA FE,Iriondo,Villa La Rivera (Oliveros),82056160, -   , -   , -   , -   , -   , -   , -   , 37 , 37 
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),82056170, -   , -   , -   , -   , -   , 1 , -   , 26 , 27 
SANTA FE,La Capital,Angel Gallardo,82063010, -   , -   , -   , -   , -   , -   , -   , 23 , 23 
SANTA FE,La Capital,Arroyo Aguiar,82063020, 99 , -   , -   , -   , -   , -   , -   , 38 , 137 
SANTA FE,La Capital,Arroyo Leyes,82063030, -   , 1.115 , -   , 88 , -   , -   , -   , 106 , 1.309 
SANTA FE,La Capital,Cabal,82063040, -   , -   , -   , -   , -   , -   , -   , 14 , 14 
SANTA FE,La Capital,Candioti,82063060, -   , -   , -   , 287 , -   , -   , -   , 1 , 288 
SANTA FE,La Capital,Emilia,82063070, 96 , -   , -   , 166 , -   , -   , -   , 2 , 264 
SANTA FE,La Capital,Laguna Paiva,82063080, 716 , -   , -   , -   , -   , -   , -   , 64 , 780 
SANTA FE,La Capital,Llambi Campbell,82063090, 133 , -   , -   , -   , 73 , -   , -   , 158 , 364 
SANTA FE,La Capital,Monte Vera,82063100, 193 , -   , -   , -   , -   , 3 , -   , -   , 196 
SANTA FE,La Capital,Nelson,82063110, 289 , -   , -   , 1 , 3 , -   , -   , 35 , 328 
SANTA FE,La Capital,Recreo,82063140, 865 , 39 , -   , 1.879 , -   , -   , -   , 278 , 3.061 
SANTA FE,La Capital,San José del Rincón,82063160, 865 , 2.329 , -   , 498 , -   , 1 , -   , -   , 3.693 
SANTA FE,La Capital,Santa Fe,82063170, 10.255 , 63.214 , 31 , 55.571 , 1.700 , 11 , -   , 99 , 130.881 
SANTA FE,La Capital,Santo Tomé,82063180, 13 , 14 , -   , 1.591 , 11 , -   , -   , 684 , 2.313 
SANTA FE,La Capital,Sauce Viejo,82063190, 601 , -   , -   , 242 , -   , -   , -   , 63 , 906 
SANTA FE,Las Colonias,Cavour,82070010, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
SANTA FE,Las Colonias,Cululú,82070020, -   , -   , -   , -   , -   , -   , -   , 24 , 24 
SANTA FE,Las Colonias,Elisa,82070030, -   , -   , -   , 252 , -   , -   , -   , -   , 252 
SANTA FE,Las Colonias,Empalme San Carlos,82070040, -   , -   , -   , -   , -   , -   , -   , 13 , 13 
SANTA FE,Las Colonias,Esperanza,82070050, 1.017 , 8.029 , -   , 48 , -   , 3 , -   , 422 , 9.519 
SANTA FE,Las Colonias,Felicia,82070060, -   , -   , -   , -   , -   , -   , -   , 433 , 433 
SANTA FE,Las Colonias,Franck,82070070, 135 , -   , -   , 1.386 , -   , -   , -   , 101 , 1.622 
SANTA FE,Las Colonias,Grutly,82070080, 93 , -   , -   , -   , -   , -   , -   , 21 , 114 
SANTA FE,Las Colonias,Hipatia,82070090, -   , -   , -   , -   , -   , -   , -   , 53 , 53 
SANTA FE,Las Colonias,Humboldt,82070100, 212 , -   , -   , 24 , 2 , -   , -   , 195 , 433 
SANTA FE,Las Colonias,La Pelada,82070120, -   , -   , -   , 106 , -   , -   , -   , 96 , 202 
SANTA FE,Las Colonias,Las Tunas,82070130, 3 , -   , -   , 108 , -   , 1 , -   , -   , 112 
SANTA FE,Las Colonias,María Luisa,82070140, -   , -   , -   , -   , -   , -   , -   , 167 , 167 
SANTA FE,Las Colonias,Matilde,82070150, 85 , -   , -   , -   , -   , -   , -   , 68 , 153 
SANTA FE,Las Colonias,Nuevo Torino,82070160, 78 , -   , -   , -   , 72 , -   , -   , 5 , 155 
SANTA FE,Las Colonias,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 16 , 16 
SANTA FE,Las Colonias,Pilar,82070170, 112 , -   , -   , 10 , -   , -   , -   , 2 , 124 
SANTA FE,Las Colonias,Progreso,82070190, -   , -   , -   , -   , -   , -   , -   , 617 , 617 
SANTA FE,Las Colonias,Providencia,82070200, -   , -   , -   , -   , -   , -   , -   , 136 , 136 
SANTA FE,Las Colonias,Sa Pereyra,82070210, 54 , -   , -   , -   , -   , -   , -   , 3 , 57 
SANTA FE,Las Colonias,San Agustín,82070220, -   , -   , -   , -   , -   , -   , -   , 83 , 83 
SANTA FE,Las Colonias,San Carlos Centro,82070230, 265 , 4.022 , -   , 10 , -   , -   , -   , 33 , 4.330 
SANTA FE,Las Colonias,San Carlos Norte,82070240, -   , 264 , -   , 1 , -   , -   , -   , 142 , 407 
SANTA FE,Las Colonias,San Carlos Sud,82070250, 30 , 676 , -   , 2 , -   , -   , -   , 6 , 714 
SANTA FE,Las Colonias,San Jerónimo del Sauce,82070260, -   , -   , -   , 119 , -   , -   , -   , -   , 119 
SANTA FE,Las Colonias,San Jerónimo Norte,82070270, 135 , -   , -   , 1.622 , -   , -   , -   , 261 , 2.018 
SANTA FE,Las Colonias,Santa Clara de Buena Vista,82070290, -   , 758 , -   , -   , -   , -   , -   , -   , 758 
SANTA FE,Las Colonias,Santo Domingo,82070300, -   , -   , -   , -   , -   , -   , -   , 270 , 270 
SANTA FE,Las Colonias,SARMIENTO,82070310, 135 , -   , -   , -   , 130 , -   , -   , 159 , 424 
SANTA FE,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 2.581 , -   , -   , -   , 2.581 
SANTA FE,Rosario,Acebal,82084010, 20 , 755 , -   , 36 , 391 , -   , -   , 140 , 1.342 
SANTA FE,Rosario,Álvarez,82084030, 5 , 1.393 , -   , 2 , 134 , -   , -   , -   , 1.534 
SANTA FE,Rosario,Alvear,82084040, 893 , 3.258 , -   , 467 , -   , -   , -   , 20 , 4.638 
SANTA FE,Rosario,Arminda,82084060, -   , 86 , -   , -   , 40 , -   , -   , -   , 126 
SANTA FE,Rosario,Arroyo Seco,82084070, 529 , 4.028 , -   , 1.529 , -   , -   , -   , 14 , 6.100 
SANTA FE,Rosario,Carmen del Sauce,82084080, -   , 3 , -   , 180 , -   , -   , -   , 22 , 205 
SANTA FE,Rosario,Coronel Bogado,82084090, 415 , -   , -   , 178 , -   , -   , -   , -   , 593 
SANTA FE,Rosario,Cuatro Esquinas,82084110, -   , -   , -   , 48 , -   , -   , -   , -   , 48 
SANTA FE,Rosario,El Caramelo,82084120, 71 , -   , -   , 497 , -   , -   , -   , -   , 568 
SANTA FE,Rosario,Fighiera,82084130, 185 , -   , -   , -   , -   , -   , -   , 258 , 443 
SANTA FE,Rosario,Funes,82084140, 1.970 , 6.269 , 1 , 6.830 , -   , 1 , -   , 240 , 15.311 
SANTA FE,Rosario,General Lagos,82084150, 400 , -   , -   , 1 , 1 , -   , -   , 141 , 543 
SANTA FE,Rosario,Granadero Baigorria,82084160, -   , 3.207 , -   , 974 , 2 , -   , -   , 676 , 4.859 
SANTA FE,Rosario,Ibarlucea,82084170, -   , 785 , -   , 982 , -   , -   , -   , 412 , 2.179 
SANTA FE,Rosario,Pérez,82084210, 476 , -   , -   , 115 , -   , 4 , -   , 6 , 601 
SANTA FE,Rosario,Piñero (Est. Erasto),82084220, -   , 181 , -   , 1 , 55 , -   , -   , -   , 237 
SANTA FE,Rosario,Pueblo Esther,82084230, 397 , -   , -   , 842 , -   , 1 , -   , -   , 1.240 
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),82084240, -   , 118 , -   , -   , 54 , -   , -   , -   , 172 
SANTA FE,Rosario,Pueblo Uranga,82084250, 15 , -   , -   , 162 , -   , -   , -   , 52 , 229 
SANTA FE,Rosario,Puerto Arroyo Seco,82084260, -   , -   , -   , -   , 25 , -   , -   , -   , 25 
SANTA FE,Rosario,Rosario,82084270, 8.813 , 164.525 , 71 , 184.903 , 152 , 2 , -   , 5.218 , 363.684 
SANTA FE,Rosario,Soldini,82084280, 59 , 780 , -   , -   , 86 , -   , -   , -   , 925 
SANTA FE,Rosario,Villa Amelia,82084290, 172 , 109 , -   , 2 , -   , -   , -   , 2 , 285 
SANTA FE,Rosario,Villa del Plata,82084300, -   , -   , -   , 231 , 101 , -   , -   , -   , 332 
SANTA FE,Rosario,Villa Gobernador Gálvez,82084310, -   , 17 , -   , 9 , -   , -   , -   , 39 , 65 
SANTA FE,Rosario,Zavalla,82084320, 150 , 1 , -   , -   , -   , -   , -   , -   , 151 
SANTA FE,Rosario,Albarellos,82084020, -   , -   , -   , -   , -   , -   , -   , 20 , 20 
SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,82084100, -   , 318 , -   , -   , -   , -   , -   , -   , 318 
SANTA FE,Rosario,Kilómetro 101,82084180, 1 , -   , -   , -   , -   , 1 , -   , -   , 2 
SANTA FE,Rosario,Arbilla,82084050, 31 , -   , -   , -   , -   , -   , -   , -   , 31 
SANTA FE,Rosario,Monte Flores,82084200, 9 , -   , -   , -   , -   , -   , -   , -   , 9 
SANTA FE,San Cristóbal,Aguará Grande,82091010, -   , -   , -   , -   , -   , 1 , -   , 2 , 3 
SANTA FE,San Cristóbal,Ambrosetti,82091020, -   , -   , -   , -   , -   , 1 , -   , 84 , 85 
SANTA FE,San Cristóbal,Arrufo,82091030, 140 , 166 , -   , 137 , -   , -   , -   , -   , 443 
SANTA FE,San Cristóbal,Balneario La Verde,82091040, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTA FE,San Cristóbal,Capivara,82091050, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTA FE,San Cristóbal,Ceres,82091060, 747 , 1.939 , -   , -   , -   , -   , -   , 610 , 3.296 
SANTA FE,San Cristóbal,Colonia Bossi,82091080, 56 , -   , -   , 78 , -   , -   , -   , 111 , 245 
SANTA FE,San Cristóbal,Hersilia,82091120, -   , 210 , -   , 34 , -   , -   , -   , 370 , 614 
SANTA FE,San Cristóbal,Huanqueros,82091130, -   , -   , -   , -   , -   , -   , -   , 32 , 32 
SANTA FE,San Cristóbal,La Cabral,82091140, -   , -   , -   , -   , 1 , 1 , -   , 2 , 4 
SANTA FE,San Cristóbal,La Rubia,82091150, -   , 31 , -   , -   , -   , -   , -   , 12 , 43 
SANTA FE,San Cristóbal,Las Palmeras,82091170, -   , -   , -   , -   , -   , -   , -   , 97 , 97 
SANTA FE,San Cristóbal,Moisés Ville,82091180, 89 , 352 , -   , 240 , -   , -   , -   , 1 , 682 
SANTA FE,San Cristóbal,Monigotes,82091190, -   , -   , -   , 48 , -   , -   , -   , 12 , 60 
SANTA FE,San Cristóbal,Ñanducita,82091200, -   , -   , -   , -   , -   , -   , -   , 39 , 39 
SANTA FE,San Cristóbal,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 8 , 8 
SANTA FE,San Cristóbal,Palacios,82091210, 2 , -   , -   , 36 , -   , -   , -   , 39 , 77 
SANTA FE,San Cristóbal,San Cristóbal,82091220, 578 , 815 , -   , 1.518 , -   , 1 , -   , 451 , 3.363 
SANTA FE,San Cristóbal,San Guillermo,82091230, 887 , 1.478 , -   , 224 , -   , -   , -   , 248 , 2.837 
SANTA FE,San Cristóbal,Santurce,82091240, -   , -   , -   , -   , -   , -   , -   , 33 , 33 
SANTA FE,San Cristóbal,Soledad,82091250, -   , -   , -   , -   , -   , -   , -   , 201 , 201 
SANTA FE,San Cristóbal,Suardi,82091260, -   , -   , -   , 1.560 , -   , -   , -   , -   , 1.560 
SANTA FE,San Cristóbal,Villa Saralegui,82091270, -   , -   , -   , -   , 3 , -   , -   , 52 , 55 
SANTA FE,San Cristóbal,Curupaity,82091110, -   , -   , -   , -   , -   , -   , -   , 15 , 15 
SANTA FE,San Cristóbal,Colonia Ana,82091070, -   , -   , -   , -   , -   , -   , -   , 6 , 6 
SANTA FE,San Cristóbal,Colonia Rosa,82091090, -   , -   , -   , -   , -   , -   , -   , 12 , 12 
SANTA FE,San Javier,Alejandra,82098010, -   , -   , -   , -   , -   , 1 , -   , 453 , 454 
SANTA FE,San Javier,Cacique Ariacaiquín,82098020, -   , -   , -   , -   , -   , -   , -   , 56 , 56 
SANTA FE,San Javier,Colonia Durán,82098030, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
